ISO_A3,ISO_A2,NAM_0,NAM_1,NAM_2,COD_1,COD_2
MEX,MX,Mexico,Yucatán,Chacsinkín,MEX031,MEX031016
MEX,MX,Mexico,Yucatán,Chumayel,MEX031,MEX031024
MEX,MX,Mexico,Yucatán,Cuzamá,MEX031,MEX031015
MEX,MX,Mexico,Yucatán,Hocabá,MEX031,MEX031034
MEX,MX,Mexico,Yucatán,Homún,MEX031,MEX031036
MEX,MX,Mexico,Yucatán,Huhí,MEX031,MEX031037
MEX,MX,Mexico,Yucatán,Kantunil,MEX031,MEX031042
MEX,MX,Mexico,Yucatán,Mama,MEX031,MEX031046
MEX,MX,Mexico,Yucatán,Maní,MEX031,MEX031047
MEX,MX,Mexico,Yucatán,Mayapán,MEX031,MEX031049
MEX,MX,Mexico,Yucatán,Sanahcat,MEX031,MEX031064
MEX,MX,Mexico,Yucatán,Sotuta,MEX031,MEX031069
MEX,MX,Mexico,Yucatán,Teabo,MEX031,MEX031075
MEX,MX,Mexico,Yucatán,Tekax,MEX031,MEX031079
MEX,MX,Mexico,Yucatán,Tekit,MEX031,MEX031080
MEX,MX,Mexico,Yucatán,Tixmehuac,MEX031,MEX031094
MEX,MX,Mexico,Yucatán,Tzucacab,MEX031,MEX031098
MEX,MX,Mexico,Yucatán,Xocchel,MEX031,MEX031103
NIC,NI,Nicaragua,Carazo,Diriamba,NIC002,NIC002001
NIC,NI,Nicaragua,Carazo,Dolores,NIC002,NIC002002
NIC,NI,Nicaragua,Carazo,El Rosario,NIC002,NIC002003
NIC,NI,Nicaragua,Carazo,Jinotepe,NIC002,NIC002004
NIC,NI,Nicaragua,Carazo,La Conquista,NIC002,NIC002005
NIC,NI,Nicaragua,Carazo,La Paz de Carazo,NIC002,NIC002006
NIC,NI,Nicaragua,Carazo,Santa Teresa,NIC002,NIC002008
NIC,NI,Nicaragua,Chinandega,Chichigalpa,NIC003,NIC003001
NIC,NI,Nicaragua,Chinandega,Chinandega,NIC003,NIC003002
NIC,NI,Nicaragua,Chinandega,Corinto,NIC003,NIC003004
NIC,NI,Nicaragua,Chinandega,El Realejo,NIC003,NIC003005
NIC,NI,Nicaragua,Chinandega,El Viejo,NIC003,NIC003006
NIC,NI,Nicaragua,Chinandega,Puerto Morazán,NIC003,NIC003008
NIC,NI,Nicaragua,Chinandega,Posoltega,NIC003,NIC003007
NIC,NI,Nicaragua,Chinandega,Somotillo,NIC003,NIC003012
NIC,NI,Nicaragua,Granada,Diriomo,NIC006,NIC006001
NIC,NI,Nicaragua,Granada,Nandaime,NIC006,NIC006004
NIC,NI,Nicaragua,León,León,NIC008,NIC008006
NIC,NI,Nicaragua,León,Quezalguaque,NIC008,NIC008008
NIC,NI,Nicaragua,Managua,San Rafael del Sur,NIC010,NIC010006
NIC,NI,Nicaragua,Rivas,Buenos Aires,NIC017,NIC017003
NIC,NI,Nicaragua,Rivas,Belén,NIC017,NIC017002
NIC,NI,Nicaragua,Rivas,Moyogalpa,NIC017,NIC017005
NIC,NI,Nicaragua,Rivas,Potosí,NIC017,NIC017006
NIC,NI,Nicaragua,Rivas,Rivas,NIC017,NIC017007
NIC,NI,Nicaragua,Rivas,San Jorge,NIC017,NIC017008
NIC,NI,Nicaragua,Rivas,San Juan del Sur,NIC017,NIC017009
NIC,NI,Nicaragua,Rivas,Tola,NIC017,NIC017010
NIC,NI,Nicaragua,Río San Juan,El Castillo,NIC016,NIC016002
NIC,NI,Nicaragua,Río San Juan,San Juan de Nicaragua,NIC016,NIC016005
PAN,PA,Panama,Bocas del Toro,Bocas del Toro,PAN001,PAN001001
PAN,PA,Panama,Bocas del Toro,Chiriquí Grande,PAN001,PAN001003
PAN,PA,Panama,Bocas del Toro,Changuinola,PAN001,PAN001002
PAN,PA,Panama,Coclé,Aguadulce,PAN003,PAN003001
PAN,PA,Panama,Coclé,Antón,PAN003,PAN003002
PAN,PA,Panama,Coclé,La Pintada,PAN003,PAN003003
PAN,PA,Panama,Coclé,Natá,PAN003,PAN003004
PAN,PA,Panama,Coclé,Olá,PAN003,PAN003005
PAN,PA,Panama,Coclé,Penonomé,PAN003,PAN003006
PAN,PA,Panama,Chiriquí,Alanje,PAN002,PAN002001
PAN,PA,Panama,Chiriquí,Bugaba,PAN002,PAN002005
PAN,PA,Panama,Chiriquí,Boquerón,PAN002,PAN002003
PAN,PA,Panama,Chiriquí,Boquete,PAN002,PAN002004
PAN,PA,Panama,Chiriquí,Barú,PAN002,PAN002002
PAN,PA,Panama,Chiriquí,David,PAN002,PAN002006
PAN,PA,Panama,Chiriquí,Dolega,PAN002,PAN002007
PAN,PA,Panama,Chiriquí,Gualaca,PAN002,PAN002008
PAN,PA,Panama,Chiriquí,Remedios,PAN002,PAN002009
PAN,PA,Panama,Chiriquí,Renacimiento,PAN002,PAN002010
PAN,PA,Panama,Chiriquí,San Lorenzo,PAN002,PAN002012
PAN,PA,Panama,Chiriquí,San Félix,PAN002,PAN002011
PAN,PA,Panama,Chiriquí,Tolé,PAN002,PAN002013
PAN,PA,Panama,Colón,Colón,PAN004,PAN004002
PAN,PA,Panama,Colón,Chagres,PAN004,PAN004001
PAN,PA,Panama,Colón,Donoso,PAN004,PAN004003
PAN,PA,Panama,Colón,Portobelo,PAN004,PAN004004
PAN,PA,Panama,Colón,Santa Isabel,PAN004,PAN004005
PAN,PA,Panama,Darién,Chepigana,PAN005,PAN005001
PAN,PA,Panama,Darién,Pinogana,PAN005,PAN005002
PAN,PA,Panama,Emberá,Cémaco,PAN006,PAN006001
PAN,PA,Panama,Emberá,Sambú,PAN006,PAN006002
PAN,PA,Panama,Herrera,Chitré,PAN007,PAN007001
PAN,PA,Panama,Herrera,Las Minas,PAN007,PAN007002
PAN,PA,Panama,Herrera,Los Pozos,PAN007,PAN007003
PAN,PA,Panama,Herrera,Ocú,PAN007,PAN007004
PAN,PA,Panama,Herrera,Parita,PAN007,PAN007005
PAN,PA,Panama,Herrera,Pesé,PAN007,PAN007006
PAN,PA,Panama,Herrera,Santa María,PAN007,PAN007007
PAN,PA,Panama,Los Santos,Guararé,PAN009,PAN009001
PAN,PA,Panama,Los Santos,Los Santos,PAN009,PAN009003
PAN,PA,Panama,Los Santos,Las Tablas,PAN009,PAN009002
PAN,PA,Panama,Los Santos,Macaracas,PAN009,PAN009004
PAN,PA,Panama,Los Santos,Pocrí,PAN009,PAN009006
PAN,PA,Panama,Los Santos,Pedasí,PAN009,PAN009005
PAN,PA,Panama,Los Santos,Tonosí,PAN009,PAN009007
PAN,PA,Panama,Ngäbe Buglé,Besiko,PAN010,PAN010001
PAN,PA,Panama,Ngäbe Buglé,Kankintú,PAN010,PAN010002
PAN,PA,Panama,Ngäbe Buglé,Kusapín,PAN010,PAN010003
PAN,PA,Panama,Ngäbe Buglé,Mirono,PAN010,PAN010004
PAN,PA,Panama,Ngäbe Buglé,Müna,PAN010,PAN010005
PAN,PA,Panama,Ngäbe Buglé,Nole Duima,PAN010,PAN010006
PAN,PA,Panama,Ngäbe Buglé,Ñürüm,PAN010,PAN010007
PAN,PA,Panama,Panamá,Balboa,PAN011,PAN011001
PAN,PA,Panama,Panamá,Chimán,PAN011,PAN011003
PAN,PA,Panama,Panamá,Chepo,PAN011,PAN011002
PAN,PA,Panama,Panamá,Panamá,PAN011,PAN011004
PAN,PA,Panama,Panamá,San Miguelito,PAN011,PAN011005
PAN,PA,Panama,Panamá,Taboga,PAN011,PAN011006
PAN,PA,Panama,Panamá Oeste,Arraiján,PAN012,PAN012001
PAN,PA,Panama,Panamá Oeste,Capira,PAN012,PAN012002
PAN,PA,Panama,Panamá Oeste,Chame,PAN012,PAN012003
PAN,PA,Panama,Panamá Oeste,La Chorrera,PAN012,PAN012004
PAN,PA,Panama,Panamá Oeste,San Carlos,PAN012,PAN012005
PAN,PA,Panama,Kuna Yala,Kuna Yala,PAN008,PAN008001
PAN,PA,Panama,Veraguas,Atalaya,PAN013,PAN013001
PAN,PA,Panama,Veraguas,Calobre,PAN013,PAN013002
PAN,PA,Panama,Veraguas,Cañazas,PAN013,PAN013003
PAN,PA,Panama,Veraguas,Las Palmas,PAN013,PAN013005
PAN,PA,Panama,Veraguas,La Mesa,PAN013,PAN013004
PAN,PA,Panama,Veraguas,Mariato,PAN013,PAN013006
PAN,PA,Panama,Veraguas,Montijo,PAN013,PAN013007
PAN,PA,Panama,Veraguas,Río de Jesús,PAN013,PAN013008
PAN,PA,Panama,Veraguas,Santa Fé,PAN013,PAN013010
PAN,PA,Panama,Veraguas,San Francisco,PAN013,PAN013009
PAN,PA,Panama,Veraguas,Santiago,PAN013,PAN013011
PAN,PA,Panama,Veraguas,Soná,PAN013,PAN013012
PER,PE,Peru,Ancash,Antonio Raymondi,PER002,PER002002
PER,PE,Peru,Ancash,Huari,PER002,PER002010
PER,PE,Peru,Apurímac,Chincheros,PER003,PER003005
PER,PE,Peru,Ayacucho,Huamanga,PER005,PER005002
PER,PE,Peru,Ayacucho,Huanta,PER005,PER005004
PER,PE,Peru,Ayacucho,La Mar,PER005,PER005005
PER,PE,Peru,Cusco,Anta,PER008,PER008002
PER,PE,Peru,Cusco,Calca,PER008,PER008003
PER,PE,Peru,Cusco,La Convención,PER008,PER008009
PER,PE,Peru,Cusco,Paucartambo,PER008,PER008011
PER,PE,Peru,Cusco,Quispicanchi,PER008,PER008012
PER,PE,Peru,Cusco,Urubamba,PER008,PER008013
PER,PE,Peru,Huánuco,Ambo,PER010,PER010001
PER,PE,Peru,Huánuco,Lauricocha,PER010,PER010006
PER,PE,Peru,Huánuco,Huacaybamba,PER010,PER010003
PER,PE,Peru,Huánuco,Huamalíes,PER010,PER010004
PER,PE,Peru,Huánuco,Huenuco,PER010,PER010005
PER,PE,Peru,Huánuco,Leoncio Prado,PER010,PER010007
PER,PE,Peru,Huánuco,Marañón,PER010,PER010008
PER,PE,Peru,Huánuco,Pachitea,PER010,PER010009
PER,PE,Peru,Huánuco,Puerto Inca,PER010,PER010010
PER,PE,Peru,Huánuco,Yarowilca,PER010,PER010011
PER,PE,Peru,Huánuco,Dos de Mayo,PER010,PER010002
PER,PE,Peru,Huancavelica,Acobamba,PER009,PER009001
PER,PE,Peru,Huancavelica,Angaraes,PER009,PER009002
PER,PE,Peru,Huancavelica,Castrovirreyna,PER009,PER009003
PER,PE,Peru,Huancavelica,Huancavelica,PER009,PER009005
PER,PE,Peru,Huancavelica,Churcampa,PER009,PER009004
PER,PE,Peru,Huancavelica,Tayacaja,PER009,PER009007
PER,PE,Peru,Ica,Chincha,PER011,PER011001
PER,PE,Peru,Junín,Chanchamayo,PER012,PER012001
PER,PE,Peru,Junín,Chupaca,PER012,PER012002
PER,PE,Peru,Junín,Concepción,PER012,PER012003
PER,PE,Peru,Junín,Huancayo,PER012,PER012004
PER,PE,Peru,Junín,Jauja,PER012,PER012005
PER,PE,Peru,Junín,Junín,PER012,PER012006
PER,PE,Peru,Junín,Satipo,PER012,PER012007
PER,PE,Peru,Junín,Tarma,PER012,PER012008
PER,PE,Peru,Junín,Yauli,PER012,PER012009
PER,PE,Peru,Loreto,Loreto,PER016,PER016003
PER,PE,Peru,Loreto,Mariscal Ramón Castilla,PER016,PER016004
PER,PE,Peru,Loreto,Maynas,PER016,PER016005
PER,PE,Peru,Loreto,Requena,PER016,PER016006
PER,PE,Peru,Loreto,Ucayali,PER016,PER016007
PER,PE,Peru,Loreto,Datem del Maranon,PER016,PER016002
PER,PE,Peru,Loreto,Alto Amazonas,PER016,PER016001
PER,PE,Peru,Lima,Canta,PER015,PER015003
PER,PE,Peru,Lima,Huarochiri,PER015,PER015006
PER,PE,Peru,Lima,Oyon,PER015,PER015009
PER,PE,Peru,Lima,Yauyos,PER015,PER015010
PER,PE,Peru,Madre de Dios,Manu,PER017,PER017001
PER,PE,Peru,Madre de Dios,Tahuamanu,PER017,PER017002
PER,PE,Peru,Madre de Dios,Tambopata,PER017,PER017003
PER,PE,Peru,Pasco,Daniel Alcides Carrión,PER019,PER019001
PER,PE,Peru,Pasco,Oxapampa,PER019,PER019002
PER,PE,Peru,Pasco,Pasco,PER019,PER019003
PER,PE,Peru,San Martín,Bellavista,PER022,PER022001
PER,PE,Peru,San Martín,Lamas,PER022,PER022004
PER,PE,Peru,San Martín,Picota,PER022,PER022007
PER,PE,Peru,San Martín,San Martín,PER022,PER022009
PER,PE,Peru,San Martín,Tocache,PER022,PER022010
PER,PE,Peru,San Martín,El Dorado,PER022,PER022002
PER,PE,Peru,San Martín,Huallaga,PER022,PER022003
PER,PE,Peru,Ucayali,Atalaya,PER025,PER025001
PER,PE,Peru,Ucayali,Coronel Portillo,PER025,PER025002
PER,PE,Peru,Ucayali,Padre Abad,PER025,PER025003
PER,PE,Peru,Ucayali,Purús,PER025,PER025004
SLV,SV,El Salvador,Ahuachapan,San Francisco Menendez,SLV001,SLV001008
SLV,SV,El Salvador,Chalatenango,Agua Caliente,SLV003,SLV003001
SLV,SV,El Salvador,Chalatenango,Citala,SLV003,SLV003006
SLV,SV,El Salvador,Chalatenango,La Palma,SLV003,SLV003013
SLV,SV,El Salvador,Chalatenango,La Reina,SLV003,SLV003014
SLV,SV,El Salvador,Chalatenango,Nueva Concepcion,SLV003,SLV003018
SLV,SV,El Salvador,Chalatenango,San Ignacio,SLV003,SLV003027
SLV,SV,El Salvador,La Libertad,San Pablo Tacachico,SLV005,SLV005016
SLV,SV,El Salvador,Santa Ana,Masahuat,SLV012,SLV012006
SLV,SV,El Salvador,Santa Ana,Metapan,SLV012,SLV012007
SLV,SV,El Salvador,Santa Ana,San Antonio Pajonal,SLV012,SLV012008
SLV,SV,El Salvador,Santa Ana,Santa Rosa Guachipilin,SLV012,SLV012011
SLV,SV,El Salvador,Santa Ana,Texistepeque,SLV012,SLV012013
SLV,SV,El Salvador,San Miguel,Chirilagua,SLV009,SLV009004
SLV,SV,El Salvador,San Salvador,El Paisnal,SLV010,SLV010006
SLV,SV,El Salvador,La Union,Intipuca,SLV007,SLV007007
SLV,SV,El Salvador,La Union,La Union,SLV007,SLV007008
SLV,SV,El Salvador,La Union,Meanguera Del Golfo,SLV007,SLV007010
SLV,SV,El Salvador,Usulutan,Jucuaran,SLV014,SLV014010
SLV,SV,El Salvador,Usulutan,Puerto El Triunfo,SLV014,SLV014014
SLV,SV,El Salvador,Usulutan,Usulutan,SLV014,SLV014023
USA,US,United States of America,Alabama,Autauga,USA001,USA001001
USA,US,United States of America,Alabama,Barbour,USA001,USA001003
USA,US,United States of America,Alabama,Bibb,USA001,USA001004
USA,US,United States of America,Alabama,Blount,USA001,USA001005
USA,US,United States of America,Alabama,Bullock,USA001,USA001006
USA,US,United States of America,Alabama,Calhoun,USA001,USA001008
USA,US,United States of America,Alabama,Chambers,USA001,USA001009
USA,US,United States of America,Alabama,Cherokee,USA001,USA001010
USA,US,United States of America,Alabama,Chilton,USA001,USA001011
USA,US,United States of America,Alabama,Clay,USA001,USA001014
USA,US,United States of America,Alabama,Cleburne,USA001,USA001015
USA,US,United States of America,Alabama,Colbert,USA001,USA001017
USA,US,United States of America,Alabama,Coosa,USA001,USA001019
USA,US,United States of America,Alabama,Cullman,USA001,USA001022
USA,US,United States of America,Alabama,DeKalb,USA001,USA001025
USA,US,United States of America,Alabama,Elmore,USA001,USA001026
USA,US,United States of America,Alabama,Etowah,USA001,USA001028
USA,US,United States of America,Alabama,Fayette,USA001,USA001029
USA,US,United States of America,Alabama,Franklin,USA001,USA001030
USA,US,United States of America,Alabama,Greene,USA001,USA001032
USA,US,United States of America,Alabama,Hale,USA001,USA001033
USA,US,United States of America,Alabama,Jackson,USA001,USA001036
USA,US,United States of America,Alabama,Jefferson,USA001,USA001037
USA,US,United States of America,Alabama,Lamar,USA001,USA001038
USA,US,United States of America,Alabama,Lauderdale,USA001,USA001039
USA,US,United States of America,Alabama,Lawrence,USA001,USA001040
USA,US,United States of America,Alabama,Lee,USA001,USA001041
USA,US,United States of America,Alabama,Limestone,USA001,USA001042
USA,US,United States of America,Alabama,Macon,USA001,USA001044
USA,US,United States of America,Alabama,Madison,USA001,USA001045
USA,US,United States of America,Alabama,Marion,USA001,USA001047
USA,US,United States of America,Alabama,Marshall,USA001,USA001048
USA,US,United States of America,Alabama,Morgan,USA001,USA001052
USA,US,United States of America,Alabama,Perry,USA001,USA001053
USA,US,United States of America,Alabama,Pickens,USA001,USA001054
USA,US,United States of America,Alabama,Randolph,USA001,USA001056
USA,US,United States of America,Alabama,Russell,USA001,USA001057
USA,US,United States of America,Alabama,Shelby,USA001,USA001058
USA,US,United States of America,Alabama,St. Clair,USA001,USA001059
USA,US,United States of America,Alabama,Sumter,USA001,USA001060
USA,US,United States of America,Alabama,Talladega,USA001,USA001061
USA,US,United States of America,Alabama,Tallapoosa,USA001,USA001062
USA,US,United States of America,Alabama,Tuscaloosa,USA001,USA001063
USA,US,United States of America,Alabama,Walker,USA001,USA001064
USA,US,United States of America,Alabama,Winston,USA001,USA001067
USA,US,United States of America,Arkansas,Arkansas,USA004,USA004001
USA,US,United States of America,Arkansas,Ashley,USA004,USA004002
USA,US,United States of America,Arkansas,Baxter,USA004,USA004003
USA,US,United States of America,Arkansas,Benton,USA004,USA004004
USA,US,United States of America,Arkansas,Boone,USA004,USA004005
USA,US,United States of America,Arkansas,Bradley,USA004,USA004006
USA,US,United States of America,Arkansas,Calhoun,USA004,USA004007
USA,US,United States of America,Arkansas,Carroll,USA004,USA004008
USA,US,United States of America,Arkansas,Chicot,USA004,USA004009
USA,US,United States of America,Arkansas,Clark,USA004,USA004010
USA,US,United States of America,Arkansas,Clay,USA004,USA004011
USA,US,United States of America,Arkansas,Cleburne,USA004,USA004012
USA,US,United States of America,Arkansas,Cleveland,USA004,USA004013
USA,US,United States of America,Arkansas,Columbia,USA004,USA004014
USA,US,United States of America,Arkansas,Conway,USA004,USA004015
USA,US,United States of America,Arkansas,Craighead,USA004,USA004016
USA,US,United States of America,Arkansas,Crawford,USA004,USA004017
USA,US,United States of America,Arkansas,Crittenden,USA004,USA004018
USA,US,United States of America,Arkansas,Cross,USA004,USA004019
USA,US,United States of America,Arkansas,Dallas,USA004,USA004020
USA,US,United States of America,Arkansas,Desha,USA004,USA004021
USA,US,United States of America,Arkansas,Drew,USA004,USA004022
USA,US,United States of America,Arkansas,Faulkner,USA004,USA004023
USA,US,United States of America,Arkansas,Franklin,USA004,USA004024
USA,US,United States of America,Arkansas,Fulton,USA004,USA004025
USA,US,United States of America,Arkansas,Garland,USA004,USA004026
USA,US,United States of America,Arkansas,Grant,USA004,USA004027
USA,US,United States of America,Arkansas,Greene,USA004,USA004028
USA,US,United States of America,Arkansas,Hempstead,USA004,USA004029
USA,US,United States of America,Arkansas,Hot Spring,USA004,USA004030
USA,US,United States of America,Arkansas,Howard,USA004,USA004031
USA,US,United States of America,Arkansas,Independence,USA004,USA004032
USA,US,United States of America,Arkansas,Izard,USA004,USA004033
USA,US,United States of America,Arkansas,Jackson,USA004,USA004034
USA,US,United States of America,Arkansas,Jefferson,USA004,USA004035
USA,US,United States of America,Arkansas,Johnson,USA004,USA004036
USA,US,United States of America,Arkansas,Lafayette,USA004,USA004037
USA,US,United States of America,Arkansas,Lawrence,USA004,USA004038
USA,US,United States of America,Arkansas,Lee,USA004,USA004039
USA,US,United States of America,Arkansas,Lincoln,USA004,USA004040
USA,US,United States of America,Arkansas,Little River,USA004,USA004041
USA,US,United States of America,Arkansas,Logan,USA004,USA004042
USA,US,United States of America,Arkansas,Lonoke,USA004,USA004043
USA,US,United States of America,Arkansas,Madison,USA004,USA004044
USA,US,United States of America,Arkansas,Marion,USA004,USA004045
USA,US,United States of America,Arkansas,Miller,USA004,USA004046
USA,US,United States of America,Arkansas,Mississippi,USA004,USA004047
USA,US,United States of America,Arkansas,Monroe,USA004,USA004048
USA,US,United States of America,Arkansas,Montgomery,USA004,USA004049
USA,US,United States of America,Arkansas,Nevada,USA004,USA004050
USA,US,United States of America,Arkansas,Newton,USA004,USA004051
USA,US,United States of America,Arkansas,Ouachita,USA004,USA004052
USA,US,United States of America,Arkansas,Perry,USA004,USA004053
USA,US,United States of America,Arkansas,Phillips,USA004,USA004054
USA,US,United States of America,Arkansas,Pike,USA004,USA004055
USA,US,United States of America,Arkansas,Poinsett,USA004,USA004056
USA,US,United States of America,Arkansas,Polk,USA004,USA004057
USA,US,United States of America,Arkansas,Pope,USA004,USA004058
USA,US,United States of America,Arkansas,Prairie,USA004,USA004059
USA,US,United States of America,Arkansas,Pulaski,USA004,USA004060
USA,US,United States of America,Arkansas,Randolph,USA004,USA004061
USA,US,United States of America,Arkansas,Saline,USA004,USA004062
USA,US,United States of America,Arkansas,Scott,USA004,USA004063
USA,US,United States of America,Arkansas,Searcy,USA004,USA004064
USA,US,United States of America,Arkansas,Sebastian,USA004,USA004065
USA,US,United States of America,Arkansas,Sevier,USA004,USA004066
USA,US,United States of America,Arkansas,Sharp,USA004,USA004067
USA,US,United States of America,Arkansas,St. Francis,USA004,USA004068
USA,US,United States of America,Arkansas,Stone,USA004,USA004069
USA,US,United States of America,Arkansas,Union,USA004,USA004070
USA,US,United States of America,Arkansas,Van Buren,USA004,USA004071
USA,US,United States of America,Arkansas,Washington,USA004,USA004072
USA,US,United States of America,Arkansas,White,USA004,USA004073
USA,US,United States of America,Arkansas,Woodruff,USA004,USA004074
USA,US,United States of America,Arkansas,Yell,USA004,USA004075
USA,US,United States of America,Georgia,Bartow,USA011,USA011008
USA,US,United States of America,Georgia,Carroll,USA011,USA011022
USA,US,United States of America,Georgia,Catoosa,USA011,USA011023
USA,US,United States of America,Georgia,Chattahoochee,USA011,USA011026
USA,US,United States of America,Georgia,Chattooga,USA011,USA011027
USA,US,United States of America,Georgia,Clay,USA011,USA011030
USA,US,United States of America,Georgia,Coweta,USA011,USA011038
USA,US,United States of America,Georgia,Crisp,USA011,USA011040
USA,US,United States of America,Georgia,Dade,USA011,USA011041
USA,US,United States of America,Georgia,Dooly,USA011,USA011046
USA,US,United States of America,Georgia,Dougherty,USA011,USA011047
USA,US,United States of America,Georgia,Douglas,USA011,USA011048
USA,US,United States of America,Georgia,Floyd,USA011,USA011057
USA,US,United States of America,Georgia,Gordon,USA011,USA011064
USA,US,United States of America,Georgia,Haralson,USA011,USA011071
USA,US,United States of America,Georgia,Harris,USA011,USA011072
USA,US,United States of America,Georgia,Heard,USA011,USA011074
USA,US,United States of America,Georgia,Lee,USA011,USA011088
USA,US,United States of America,Georgia,Macon,USA011,USA011094
USA,US,United States of America,Georgia,Marion,USA011,USA011096
USA,US,United States of America,Georgia,Murray,USA011,USA011105
USA,US,United States of America,Georgia,Muscogee,USA011,USA011106
USA,US,United States of America,Georgia,Paulding,USA011,USA011110
USA,US,United States of America,Georgia,Polk,USA011,USA011115
USA,US,United States of America,Georgia,Quitman,USA011,USA011118
USA,US,United States of America,Georgia,Randolph,USA011,USA011120
USA,US,United States of America,Georgia,Schley,USA011,USA011123
USA,US,United States of America,Georgia,Stewart,USA011,USA011128
USA,US,United States of America,Georgia,Sumter,USA011,USA011129
USA,US,United States of America,Georgia,Terrell,USA011,USA011135
USA,US,United States of America,Georgia,Troup,USA011,USA011141
USA,US,United States of America,Georgia,Walker,USA011,USA011146
USA,US,United States of America,Georgia,Webster,USA011,USA011152
USA,US,United States of America,Georgia,Whitfield,USA011,USA011155
USA,US,United States of America,Georgia,Worth,USA011,USA011159
USA,US,United States of America,Iowa,Adair,USA016,USA016001
USA,US,United States of America,Iowa,Adams,USA016,USA016002
USA,US,United States of America,Iowa,Audubon,USA016,USA016005
USA,US,United States of America,Iowa,Buchanan,USA016,USA016010
USA,US,United States of America,Iowa,Cass,USA016,USA016015
USA,US,United States of America,Iowa,Cedar,USA016,USA016016
USA,US,United States of America,Iowa,Clarke,USA016,USA016020
USA,US,United States of America,Iowa,Dallas,USA016,USA016025
USA,US,United States of America,Iowa,Decatur,USA016,USA016027
USA,US,United States of America,Iowa,Delaware,USA016,USA016028
USA,US,United States of America,Iowa,Des Moines,USA016,USA016029
USA,US,United States of America,Iowa,Dubuque,USA016,USA016031
USA,US,United States of America,Iowa,Guthrie,USA016,USA016039
USA,US,United States of America,Iowa,Henry,USA016,USA016044
USA,US,United States of America,Iowa,Iowa,USA016,USA016048
USA,US,United States of America,Iowa,Jefferson,USA016,USA016051
USA,US,United States of America,Iowa,Johnson,USA016,USA016052
USA,US,United States of America,Iowa,Jones,USA016,USA016053
USA,US,United States of America,Iowa,Lee,USA016,USA016056
USA,US,United States of America,Iowa,Linn,USA016,USA016057
USA,US,United States of America,Iowa,Louisa,USA016,USA016058
USA,US,United States of America,Iowa,Madison,USA016,USA016061
USA,US,United States of America,Iowa,Muscatine,USA016,USA016070
USA,US,United States of America,Iowa,Page,USA016,USA016073
USA,US,United States of America,Iowa,Polk,USA016,USA016077
USA,US,United States of America,Iowa,Ringgold,USA016,USA016080
USA,US,United States of America,Iowa,Taylor,USA016,USA016087
USA,US,United States of America,Iowa,Union,USA016,USA016088
USA,US,United States of America,Iowa,Van Buren,USA016,USA016089
USA,US,United States of America,Iowa,Warren,USA016,USA016091
USA,US,United States of America,Iowa,Washington,USA016,USA016092
USA,US,United States of America,Illinois,Adams,USA014,USA014001
USA,US,United States of America,Illinois,Alexander,USA014,USA014002
USA,US,United States of America,Illinois,Bond,USA014,USA014003
USA,US,United States of America,Illinois,Boone,USA014,USA014004
USA,US,United States of America,Illinois,Brown,USA014,USA014005
USA,US,United States of America,Illinois,Calhoun,USA014,USA014007
USA,US,United States of America,Illinois,Cass,USA014,USA014009
USA,US,United States of America,Illinois,Champaign,USA014,USA014010
USA,US,United States of America,Illinois,Christian,USA014,USA014011
USA,US,United States of America,Illinois,Clark,USA014,USA014012
USA,US,United States of America,Illinois,Clay,USA014,USA014013
USA,US,United States of America,Illinois,Clinton,USA014,USA014014
USA,US,United States of America,Illinois,Coles,USA014,USA014015
USA,US,United States of America,Illinois,Cook,USA014,USA014016
USA,US,United States of America,Illinois,Crawford,USA014,USA014017
USA,US,United States of America,Illinois,Cumberland,USA014,USA014018
USA,US,United States of America,Illinois,De Witt,USA014,USA014019
USA,US,United States of America,Illinois,DeKalb,USA014,USA014020
USA,US,United States of America,Illinois,Douglas,USA014,USA014021
USA,US,United States of America,Illinois,DuPage,USA014,USA014022
USA,US,United States of America,Illinois,Edgar,USA014,USA014023
USA,US,United States of America,Illinois,Edwards,USA014,USA014024
USA,US,United States of America,Illinois,Effingham,USA014,USA014025
USA,US,United States of America,Illinois,Fayette,USA014,USA014026
USA,US,United States of America,Illinois,Ford,USA014,USA014027
USA,US,United States of America,Illinois,Franklin,USA014,USA014028
USA,US,United States of America,Illinois,Fulton,USA014,USA014029
USA,US,United States of America,Illinois,Gallatin,USA014,USA014030
USA,US,United States of America,Illinois,Greene,USA014,USA014031
USA,US,United States of America,Illinois,Grundy,USA014,USA014032
USA,US,United States of America,Illinois,Hamilton,USA014,USA014033
USA,US,United States of America,Illinois,Hancock,USA014,USA014034
USA,US,United States of America,Illinois,Hardin,USA014,USA014035
USA,US,United States of America,Illinois,Henderson,USA014,USA014036
USA,US,United States of America,Illinois,Iroquois,USA014,USA014038
USA,US,United States of America,Illinois,Jackson,USA014,USA014039
USA,US,United States of America,Illinois,Jasper,USA014,USA014040
USA,US,United States of America,Illinois,Jefferson,USA014,USA014041
USA,US,United States of America,Illinois,Jersey,USA014,USA014042
USA,US,United States of America,Illinois,Johnson,USA014,USA014044
USA,US,United States of America,Illinois,Kane,USA014,USA014045
USA,US,United States of America,Illinois,Kankakee,USA014,USA014046
USA,US,United States of America,Illinois,Kendall,USA014,USA014047
USA,US,United States of America,Illinois,LaSalle,USA014,USA014049
USA,US,United States of America,Illinois,Lawrence,USA014,USA014051
